Sample_ID,Locality,Station,IGSN,Depth,Cat_No,UCIAMS_ID,NAU_ID,Analysis_Type,Calibration_Op,Calibration_Type
NP_R2H1S1_115,New Pass,8921,IEPRI00AR,15-25cm,PRI103893,NA,UAL20230,LP,R_F14C,likelihood
NP_R2H1S1_123,New Pass,8921,IEPRI00AR,15-25cm,PRI103894,NA,UAL20234,LP,R_F14C,likelihood
NP_R2H1S1_76,New Pass,8921,IEPRI00AR,15-25cm,PRI103895,NA,UAL20229,LP,R_F14C,likelihood
NP_R2H1S2_139,New Pass,8921,IEPRI00AS,25-35cm,PRI85852,NA,UAL21083,LP,R_F14C,likelihood
NP_R2H1S2_161,New Pass,8921,IEPRI00AS,25-35cm,PRI85853,NA,UAL21084,LP,R_F14C,likelihood
NP_R2H1S2_165,New Pass,8921,IEPRI00AS,25-35cm,PRI85854,NA,UAL22085,LP,R_F14C,likelihood
NP_R2H1S2_176,New Pass,8921,IEPRI00AS,25-35cm,PRI85855,NA,UAL21185,LP,R_F14C,likelihood
NP_R2H1S2_182,New Pass,8921,IEPRI00AS,25-35cm,PRI85856,NA,UAL21186,LP,R_F14C,likelihood
NP_R2H1S2_189,New Pass,8921,IEPRI00AS,25-35cm,PRI85857,NA,UAL22187,LP,R_F14C,likelihood
NP_R2H1S2_199,New Pass,8921,IEPRI00AS,25-35cm,PRI85858,NA,UAL21188,LP,R_F14C,likelihood
NP_R2H2S1_113,New Pass,8922,IEPRI00AT,15-25cm,PRI103896,NA,UAL18014,LP,R_F14C,likelihood
NP_R2H2S1_114,New Pass,8922,IEPRI00AT,15-25cm,PRI103897,NA,UAL18015,LP,R_F14C,likelihood
NP_R2H2S1_139,New Pass,8922,IEPRI00AT,15-25cm,PRI103898,NA,UAL18016,LP,R_F14C,likelihood
NP_R2H2S1_164,New Pass,8922,IEPRI00AT,15-25cm,PRI103899,NA,UAL18017,LP,R_F14C,likelihood
NP_R2H2S1_165,New Pass,8922,IEPRI00AT,15-25cm,PRI103900,NA,UAL18018,LP,R_F14C,likelihood
NP_R2H2S2_1,New Pass,8922,IEPRI00AU,25-35cm,PRI103901,NA,UAL18019,LP,R_F14C,likelihood
NP_R2H2S2_2,New Pass,8922,IEPRI00AU,25-35cm,PRI103902,NA,UAL18020,LP,R_F14C,likelihood
NP_R2H2S2_3,New Pass,8922,IEPRI00AU,25-35cm,PRI103903,NA,UAL18021,LP,R_F14C,likelihood
NP_R2H2S2_4,New Pass,8922,IEPRI00AU,25-35cm,PRI103904,NA,UAL18022,LP,R_F14C,likelihood
NP_R2H2S2_5,New Pass,8922,IEPRI00AU,25-35cm,PRI103905,NA,UAL18023,LP,R_F14C,likelihood
NP_R2H3S1_114,New Pass,8923,IEPRI00AV,15-25cm,PRI103906,NA,UAL20232,LP,R_F14C,likelihood
NP_R2H3S1_65,New Pass,8923,IEPRI00AV,15-25cm,PRI103907,NA,UAL20231,LP,R_F14C,likelihood
NP_R2H3S1_70,New Pass,8923,IEPRI00AV,15-25cm,PRI103908,NA,UAL20233,LP,R_F14C,likelihood
NP_R3H1S1_1,New Pass,8924,IEPRI00AX,15-25cm,PRI103909,NA,UAL20436,LP,R_F14C,likelihood
NP_R3H1S1_35,New Pass,8924,IEPRI00AX,15-25cm,PRI103910,NA,UAL20434,LP,R_F14C,likelihood
NP_R3H1S1_52,New Pass,8924,IEPRI00AX,15-25cm,PRI103911,NA,UAL20433,LP,R_F14C,likelihood
NP_R3H1S1_56,New Pass,8924,IEPRI00AX,15-25cm,PRI103912,NA,UAL20435,LP,R_F14C,likelihood
NP_R3H1S1_60,New Pass,8924,IEPRI00AX,15-25cm,PRI103913,NA,UAL20437,LP,R_F14C,likelihood
NP_R3H1S2_106,New Pass,8924,IEPRI00AY,25-35cm,PRI103914,NA,UAL20441,LP,R_F14C,likelihood
NP_R3H1S2_158,New Pass,8924,IEPRI00AY,25-35cm,PRI103915,NA,UAL20440,LP,R_F14C,likelihood
NP_R3H1S2_159,New Pass,8924,IEPRI00AY,25-35cm,PRI103916,NA,UAL20442,LP,R_F14C,likelihood
NP_R3H1S2_162,New Pass,8924,IEPRI00AY,25-35cm,PRI103917,NA,UAL20438,LP,R_F14C,likelihood
NP_R3H1S2_74,New Pass,8924,IEPRI00AY,25-35cm,PRI103918,NA,UAL20439,LP,R_F14C,likelihood
GI-EC_R1H1S1_106,Goose Island/East Cove,8837,IEPRI004U,15-25cm,PRI103586,NA,UAL20542,LP,R_F14C,likelihood
GI-EC_R1H1S1_119,Goose Island/East Cove,8837,IEPRI004U,15-25cm,PRI103587,NA,UAL20545,LP,R_F14C,likelihood
GI-EC_R1H1S1_155,Goose Island/East Cove,8837,IEPRI004U,15-25cm,PRI103588,NA,UAL20544,LP,R_F14C,likelihood
GI-EC_R1H1S1_70,Goose Island/East Cove,8837,IEPRI004U,15-25cm,PRI103589,NA,UAL20543,LP,R_F14C,likelihood
GI-EC_R1H1S1_72,Goose Island/East Cove,8837,IEPRI004U,15-25cm,PRI103590,NA,UAL20546,LP,R_F14C,likelihood
GI-EC_R1H1S2_34,Goose Island/East Cove,8837,IEPRI004V,25-35cm,PRI103591,NA,UAL20550,LP,R_F14C,likelihood
GI-EC_R1H1S2_42,Goose Island/East Cove,8837,IEPRI004V,25-35cm,PRI103592,NA,UAL20547,LP,R_F14C,likelihood
GI-EC_R1H1S2_75,Goose Island/East Cove,8837,IEPRI004V,25-35cm,PRI103593,NA,UAL20548,LP,R_F14C,likelihood
GI-EC_R1H1S2_82,Goose Island/East Cove,8837,IEPRI004V,25-35cm,PRI103594,NA,UAL20549,LP,R_F14C,likelihood
GI-EC_R1H1S2_83,Goose Island/East Cove,8837,IEPRI004V,25-35cm,PRI103595,NA,UAL20551,LP,R_F14C,likelihood
GI-EC_R1H3S1_118,Goose Island/East Cove,8839,IEPRI004Y,15-25cm,PRI85787,NA,UAL20998,LP,R_F14C,likelihood
GI-EC_R1H3S1_125,Goose Island/East Cove,8839,IEPRI004Y,15-25cm,PRI85788,NA,UAL20999,LP,R_F14C,likelihood
GI-EC_R1H3S1_129,Goose Island/East Cove,8839,IEPRI004Y,15-25cm,PRI85789,NA,UAL21095,LP,R_F14C,likelihood
GI-EC_R1H3S1_143,Goose Island/East Cove,8839,IEPRI004Y,15-25cm,PRI85790,NA,UAL21096,LP,R_F14C,likelihood
GI-EC_R1H3S1_176,Goose Island/East Cove,8839,IEPRI004Y,15-25cm,PRI85791,NA,UAL21097,LP,R_F14C,likelihood
GI-EC_R1H3S1_48,Goose Island/East Cove,8839,IEPRI004Y,15-25cm,PRI85785,NA,UAL20996,LP,R_F14C,likelihood
GI-EC_R1H3S1_49,Goose Island/East Cove,8839,IEPRI004Y,15-25cm,PRI85786,NA,UAL20997,LP,R_F14C,likelihood
GI-EC_R1H3S2_109,Goose Island/East Cove,8839,IEPRI004Z,25-35cm,PRI85773,NA,UAL21002,LP,R_F14C,likelihood
GI-EC_R1H3S2_119,Goose Island/East Cove,8839,IEPRI004Z,25-35cm,PRI85774,NA,UAL21003,LP,R_F14C,likelihood
GI-EC_R1H3S2_122,Goose Island/East Cove,8839,IEPRI004Z,25-35cm,PRI85775,NA,UAL21098,LP,R_F14C,likelihood
GI-EC_R1H3S2_124,Goose Island/East Cove,8839,IEPRI004Z,25-35cm,PRI85776,NA,UAL21099,LP,R_F14C,likelihood
GI-EC_R1H3S2_132,Goose Island/East Cove,8839,IEPRI004Z,25-35cm,PRI85777,NA,UAL21100,LP,R_F14C,likelihood
GI-EC_R1H3S2_41,Goose Island/East Cove,8839,IEPRI004Z,25-35cm,PRI85771,NA,UAL21000,LP,R_F14C,likelihood
GI-EC_R1H3S2_97,Goose Island/East Cove,8839,IEPRI004Z,25-35cm,PRI85772,NA,UAL21001,LP,R_F14C,likelihood
GI-EC_R2H3S1_18,Goose Island/East Cove,8842,IEPRI005E,15-25cm,PRI103596,NA,UAL20380,LP,R_F14C,likelihood
GI-EC_R2H3S1_227,Goose Island/East Cove,8842,IEPRI005E,15-25cm,PRI103597,NA,UAL20382,LP,R_F14C,likelihood
GI-EC_R2H3S1_243,Goose Island/East Cove,8842,IEPRI005E,15-25cm,PRI103598,NA,UAL20383,LP,R_F14C,likelihood
GI-EC_R2H3S1_307,Goose Island/East Cove,8842,IEPRI005E,15-25cm,PRI103599,NA,UAL20381,LP,R_F14C,likelihood
GI-EC_R2H3S1_335,Goose Island/East Cove,8842,IEPRI005E,15-25cm,PRI103600,NA,UAL20379,LP,R_F14C,likelihood
GI-EC_R2H3S2_113,Goose Island/East Cove,8842,IEPRI005F,25-35cm,PRI103601,NA,UAL20388,LP,R_F14C,likelihood
GI-EC_R2H3S2_38,Goose Island/East Cove,8842,IEPRI005F,25-35cm,PRI103602,NA,UAL20384,LP,R_F14C,likelihood
GI-EC_R2H3S2_43,Goose Island/East Cove,8842,IEPRI005F,25-35cm,PRI103603,NA,UAL20387,LP,R_F14C,likelihood
GI-EC_R2H3S2_77,Goose Island/East Cove,8842,IEPRI005F,25-35cm,PRI103604,NA,UAL20386,LP,R_F14C,likelihood
GI-EC_R2H3S2_99,Goose Island/East Cove,8842,IEPRI005F,25-35cm,PRI103605,NA,UAL20385,LP,R_F14C,likelihood
GI-EC_R4H1S1_167,Goose Island/East Cove,8846,IEPRI005M,15-25cm,PRI103606,NA,UAL20282,LP,R_F14C,likelihood
GI-EC_R4H1S1_34,Goose Island/East Cove,8846,IEPRI005M,15-25cm,PRI103607,NA,UAL20174,LP,R_F14C,likelihood
GI-EC_R4H1S1_77,Goose Island/East Cove,8846,IEPRI005M,15-25cm,PRI103608,NA,UAL20285,LP,R_F14C,likelihood
GI-EC_R4H2S1_102,Goose Island/East Cove,8847,IEPRI005O,15-25cm,PRI103609,NA,UAL20283,LP,R_F14C,likelihood
GI-EC_R4H2S1_126,Goose Island/East Cove,8847,IEPRI005O,15-25cm,PRI103610,NA,UAL20281,LP,R_F14C,likelihood
GI-EC_R4H2S1_128,Goose Island/East Cove,8847,IEPRI005O,15-25cm,PRI103611,NA,UAL20284,LP,R_F14C,likelihood
GI-EC_R4H2S1_160,Goose Island/East Cove,8847,IEPRI005O,15-25cm,PRI103612,NA,UAL20173,LP,R_F14C,likelihood
GI-EC_R4H2S1_203,Goose Island/East Cove,8847,IEPRI005O,15-25cm,PRI103613,NA,UAL20172,LP,R_F14C,likelihood
GI-EC_R4H2S1_238,Goose Island/East Cove,8847,IEPRI005O,15-25cm,PRI103614,NA,UAL20287,LP,R_F14C,likelihood
GI-EC_R4H2S2_104,Goose Island/East Cove,8847,IEPRI005P,25-35cm,PRI85651,NA,UAL21101,LP,R_F14C,likelihood
GI-EC_R4H2S2_119,Goose Island/East Cove,8847,IEPRI005P,25-35cm,PRI85677,NA,UAL21102,LP,R_F14C,likelihood
GI-EC_R4H2S2_135,Goose Island/East Cove,8847,IEPRI005P,25-35cm,PRI85678,NA,UAL21103,LP,R_F14C,likelihood
GI-EC_R4H2S2_34,Goose Island/East Cove,8847,IEPRI005P,25-35cm,PRI85673,NA,UAL21004,LP,R_F14C,likelihood
GI-EC_R4H2S2_46,Goose Island/East Cove,8847,IEPRI005P,25-35cm,PRI85674,NA,UAL21005,LP,R_F14C,likelihood
GI-EC_R4H2S2_62,Goose Island/East Cove,8847,IEPRI005P,25-35cm,PRI85675,NA,UAL21006,LP,R_F14C,likelihood
GI-EC_R4H2S2_70,Goose Island/East Cove,8847,IEPRI005P,25-35cm,PRI85676,NA,UAL21007,LP,R_F14C,likelihood
GI-EC_R4H3S1_153,Goose Island/East Cove,8848,IEPRI005Q,15-25cm,PRI103615,NA,UAL20286,LP,R_F14C,likelihood
GI-EC_R4H3S1_18,Goose Island/East Cove,8848,IEPRI005Q,15-25cm,PRI103616,NA,UAL20175,LP,R_F14C,likelihood
GI-EC_R4H3S1_94,Goose Island/East Cove,8848,IEPRI005Q,15-25cm,PRI103617,NA,UAL20288,LP,R_F14C,likelihood
GI-EC_R4H3S2_48,Goose Island/East Cove,8848,IEPRI005R,25-35cm,PRI103618,NA,UAL20176,LP,R_F14C,likelihood
GI-EC_R4H3S2_54,Goose Island/East Cove,8848,IEPRI005R,25-35cm,PRI103619,NA,UAL20178,LP,R_F14C,likelihood
GI-EC_R4H3S2_66,Goose Island/East Cove,8848,IEPRI005R,25-35cm,PRI103620,NA,UAL20289,LP,R_F14C,likelihood
GI-EC_R4H3S2_82,Goose Island/East Cove,8848,IEPRI005R,25-35cm,PRI103621,NA,UAL20177,LP,R_F14C,likelihood
GI-EC_R4H3S2_83,Goose Island/East Cove,8848,IEPRI005R,25-35cm,PRI103622,NA,UAL20290,LP,R_F14C,likelihood
LC_R1H1S1_104,Lone Cabbage,8885,IEPRI008K,15-25cm,PRI103767,NA,UAL20360,LP,R_F14C,likelihood
LC_R1H1S1_109,Lone Cabbage,8885,IEPRI008K,15-25cm,PRI103768,NA,UAL20363,LP,R_F14C,likelihood
LC_R1H1S1_118,Lone Cabbage,8885,IEPRI008K,15-25cm,PRI103769,NA,UAL20361,LP,R_F14C,likelihood
LC_R1H1S1_99,Lone Cabbage,8885,IEPRI008K,15-25cm,PRI103770,NA,UAL20362,LP,R_F14C,likelihood
LC_R1H2S1_137,Lone Cabbage,8886,IEPRI008M,15-25cm,PRI103771,NA,UAL20359,LP,R_F14C,likelihood
LC_R1H2S1_149,Lone Cabbage,8886,IEPRI008M,15-25cm,PRI103772,NA,UAL20357,LP,R_F14C,likelihood
LC_R1H2S1_167,Lone Cabbage,8886,IEPRI008M,15-25cm,PRI103773,NA,UAL20358,LP,R_F14C,likelihood
LC_R1H2S1_185,Lone Cabbage,8886,IEPRI008M,15-25cm,PRI103774,NA,UAL20356,LP,R_F14C,likelihood
LC_R1H2S2_111,Lone Cabbage,8886,IEPRI008N,25-35cm,PRI103775,NA,UAL20365,LP,R_F14C,likelihood
LC_R1H2S2_119,Lone Cabbage,8886,IEPRI008N,25-35cm,PRI103776,NA,UAL20368,LP,R_F14C,likelihood
LC_R1H2S2_128,Lone Cabbage,8886,IEPRI008N,25-35cm,PRI103777,NA,UAL20367,LP,R_F14C,likelihood
LC_R1H2S2_160,Lone Cabbage,8886,IEPRI008N,25-35cm,PRI103778,NA,UAL20366,LP,R_F14C,likelihood
LC_R1H2S2_200,Lone Cabbage,8886,IEPRI008N,25-35cm,PRI103779,NA,UAL20364,LP,R_F14C,likelihood
LC_R2H1S1_122,Lone Cabbage,8888,IEPRI008Q,15-25cm,PRI103780,NA,UAL20459,LP,R_F14C,likelihood
LC_R2H1S1_128,Lone Cabbage,8888,IEPRI008Q,15-25cm,PRI103781,NA,UAL20457,LP,R_F14C,likelihood
LC_R2H1S1_148,Lone Cabbage,8888,IEPRI008Q,15-25cm,PRI103782,NA,UAL20458,LP,R_F14C,likelihood
LC_R2H1S1_8,Lone Cabbage,8888,IEPRI008Q,15-25cm,PRI103783,NA,UAL20460,LP,R_F14C,likelihood
LC_R2H2S1_120,Lone Cabbage,8889,IEPRI008S,15-25cm,PRI103784,NA,UAL20455,LP,R_F14C,likelihood
LC_R2H2S1_15,Lone Cabbage,8889,IEPRI008S,15-25cm,PRI103785,NA,UAL20453,LP,R_F14C,likelihood
LC_R2H2S1_73,Lone Cabbage,8889,IEPRI008S,15-25cm,PRI103786,NA,UAL20456,LP,R_F14C,likelihood
LC_R2H2S1_77,Lone Cabbage,8889,IEPRI008S,15-25cm,PRI103787,NA,UAL20454,LP,R_F14C,likelihood
LC_R2H2S2_131,Lone Cabbage,8889,IEPRI008T,25-35cm,PRI103788,NA,UAL20463,LP,R_F14C,likelihood
LC_R2H2S2_207,Lone Cabbage,8889,IEPRI008T,25-35cm,PRI103789,NA,UAL20464,LP,R_F14C,likelihood
LC_R2H2S2_230,Lone Cabbage,8889,IEPRI008T,25-35cm,PRI103790,NA,UAL20462,LP,R_F14C,likelihood
LC_R2H2S2_35,Lone Cabbage,8889,IEPRI008T,25-35cm,PRI103791,NA,UAL20465,LP,R_F14C,likelihood
LC_R2H2S2_96,Lone Cabbage,8889,IEPRI008T,25-35cm,PRI103792,NA,UAL20461,LP,R_F14C,likelihood
LC_R3H1S1_10,Lone Cabbage,8891,IEPRI008W,15-25cm,PRI103793,NA,UAL20532,LP,R_F14C,likelihood
LC_R3H1S1_24,Lone Cabbage,8891,IEPRI008W,15-25cm,PRI103794,NA,UAL20529,LP,R_F14C,likelihood
LC_R3H1S1_52,Lone Cabbage,8891,IEPRI008W,15-25cm,PRI103795,NA,UAL20531,LP,R_F14C,likelihood
LC_R3H1S1_78,Lone Cabbage,8891,IEPRI008W,15-25cm,PRI103796,NA,UAL20530,LP,R_F14C,likelihood
LC_R3H1S2_104,Lone Cabbage,8891,IEPRI008X,25-35cm,PRI103797,NA,UAL20541,LP,R_F14C,likelihood
LC_R3H1S2_155,Lone Cabbage,8891,IEPRI008X,25-35cm,PRI103798,NA,UAL20537,LP,R_F14C,likelihood
LC_R3H1S2_167,Lone Cabbage,8891,IEPRI008X,25-35cm,PRI103799,NA,UAL20539,LP,R_F14C,likelihood
LC_R3H1S2_180,Lone Cabbage,8891,IEPRI008X,25-35cm,PRI103800,NA,UAL20538,LP,R_F14C,likelihood
LC_R3H1S2_185,Lone Cabbage,8891,IEPRI008X,25-35cm,PRI103801,NA,UAL20540,LP,R_F14C,likelihood
LC_R3H2S1_100,Lone Cabbage,8892,IEPRI008Y,15-25cm,PRI103802,NA,UAL20533,LP,R_F14C,likelihood
LC_R3H2S1_217,Lone Cabbage,8892,IEPRI008Y,15-25cm,PRI103803,NA,UAL20535,LP,R_F14C,likelihood
LC_R3H2S1_224,Lone Cabbage,8892,IEPRI008Y,15-25cm,PRI103804,NA,UAL20536,LP,R_F14C,likelihood
LC_R3H2S1_94,Lone Cabbage,8892,IEPRI008Y,15-25cm,PRI103805,NA,UAL20534,LP,R_F14C,likelihood
LC_R3H2S2_171,Lone Cabbage,8892,IEPRI008Z,25-35cm,PRI85778,NA,UAL21047,LP,R_F14C,likelihood
LC_R3H2S2_175,Lone Cabbage,8892,IEPRI008Z,25-35cm,PRI85779,NA,UAL21048,LP,R_F14C,likelihood
LC_R3H2S2_180,Lone Cabbage,8892,IEPRI008Z,25-35cm,PRI85780,NA,UAL21049,LP,R_F14C,likelihood
LC_R3H2S2_220,Lone Cabbage,8892,IEPRI008Z,25-35cm,PRI85781,NA,UAL21050,LP,R_F14C,likelihood
LC_R3H2S2_270,Lone Cabbage,8892,IEPRI008Z,25-35cm,PRI85782,NA,UAL21158,LP,R_F14C,likelihood
LC_R3H2S2_274,Lone Cabbage,8892,IEPRI008Z,25-35cm,PRI85783,NA,UAL21159,LP,R_F14C,likelihood
LC_R3H2S2_300,Lone Cabbage,8892,IEPRI008Z,25-35cm,PRI85784,NA,UAL21160,LP,R_F14C,likelihood
LC_R5H1S1_146,Lone Cabbage,8897,IEPRI009I,15-25cm,PRI103806,NA,UAL20182,LP,R_F14C,likelihood
LC_R5H1S1_222,Lone Cabbage,8897,IEPRI009I,15-25cm,PRI103807,NA,UAL20296,LP,R_F14C,likelihood
LC_R5H1S1_226,Lone Cabbage,8897,IEPRI009I,15-25cm,PRI103808,NA,UAL20297,LP,R_F14C,likelihood
LC_R5H1S2_149,Lone Cabbage,8897,IEPRI009J,25-35cm,PRI85807,NA,UAL21051,LP,R_F14C,likelihood
LC_R5H1S2_210,Lone Cabbage,8897,IEPRI009J,25-35cm,PRI85808,NA,UAL21052,LP,R_F14C,likelihood
LC_R5H1S2_271,Lone Cabbage,8897,IEPRI009J,25-35cm,PRI85809,NA,UAL21053,LP,R_F14C,likelihood
LC_R5H1S2_284,Lone Cabbage,8897,IEPRI009J,25-35cm,PRI85810,NA,UAL21054,LP,R_F14C,likelihood
LC_R5H1S2_301,Lone Cabbage,8897,IEPRI009J,25-35cm,PRI85811,NA,UAL21161,LP,R_F14C,likelihood
LC_R5H1S2_305,Lone Cabbage,8897,IEPRI009J,25-35cm,PRI85812,NA,UAL21162,LP,R_F14C,likelihood
LC_R5H1S2_344,Lone Cabbage,8897,IEPRI009J,25-35cm,PRI85813,NA,UAL21163,LP,R_F14C,likelihood
LC_R5H2S1_102,Lone Cabbage,8898,IEPRI009K,15-25cm,PRI103809,NA,UAL20291,LP,R_F14C,likelihood
LC_R5H2S1_147,Lone Cabbage,8898,IEPRI009K,15-25cm,PRI103810,NA,UAL20292,LP,R_F14C,likelihood
LC_R5H2S1_153,Lone Cabbage,8898,IEPRI009K,15-25cm,PRI103811,NA,UAL20179,LP,R_F14C,likelihood
LC_R5H2S1_85,Lone Cabbage,8898,IEPRI009K,15-25cm,PRI103812,NA,UAL20180,LP,R_F14C,likelihood
LC_R5H2S2_171,Lone Cabbage,8898,IEPRI009L,25-35cm,PRI103813,NA,UAL20183,LP,R_F14C,likelihood
LC_R5H2S2_192,Lone Cabbage,8898,IEPRI009L,25-35cm,PRI103814,NA,UAL20298,LP,R_F14C,likelihood
LC_R5H2S2_200,Lone Cabbage,8898,IEPRI009L,25-35cm,PRI103815,NA,UAL20184,LP,R_F14C,likelihood
LC_R5H2S2_250,Lone Cabbage,8898,IEPRI009L,25-35cm,PRI103816,NA,UAL20185,LP,R_F14C,likelihood
LC_R5H2S2_263,Lone Cabbage,8898,IEPRI009L,25-35cm,PRI103817,NA,UAL20299,LP,R_F14C,likelihood
LC_R5H3S1_106,Lone Cabbage,8899,IEPRI009M,15-25cm,PRI103818,NA,UAL20293,LP,R_F14C,likelihood
LC_R5H3S1_118,Lone Cabbage,8899,IEPRI009M,15-25cm,PRI103819,NA,UAL20294,LP,R_F14C,likelihood
LC_R5H3S1_67,Lone Cabbage,8899,IEPRI009M,15-25cm,PRI103820,NA,UAL20295,LP,R_F14C,likelihood
LC_R5H3S1_79,Lone Cabbage,8899,IEPRI009M,15-25cm,PRI103821,NA,UAL20181,LP,R_F14C,likelihood
LSG_R1H1S1_200,Little St. George Island,8900,IEPRI009O,15-25cm,PRI103822,NA,UAL20555,LP,R_F14C,likelihood
LSG_R1H1S1_44,Little St. George Island,8900,IEPRI009O,15-25cm,PRI103823,NA,UAL20554,LP,R_F14C,likelihood
LSG_R1H1S1_79,Little St. George Island,8900,IEPRI009O,15-25cm,PRI103824,NA,UAL20552,LP,R_F14C,likelihood
LSG_R1H1S1_80,Little St. George Island,8900,IEPRI009O,15-25cm,PRI103825,NA,UAL20553,LP,R_F14C,likelihood
LSG_R1H1S2_109,Little St. George Island,8900,IEPRI009P,25-35cm,PRI85844,NA,UAL21166,LP,R_F14C,likelihood
LSG_R1H1S2_23,Little St. George Island,8900,IEPRI009P,25-35cm,PRI85849,NA,UAL21055,LP,R_F14C,likelihood
LSG_R1H1S2_24,Little St. George Island,8900,IEPRI009P,25-35cm,PRI85850,NA,UAL21056,LP,R_F14C,likelihood
LSG_R1H1S2_39,Little St. George Island,8900,IEPRI009P,25-35cm,PRI85851,NA,UAL21057,LP,R_F14C,likelihood
LSG_R1H1S2_55,Little St. George Island,8900,IEPRI009P,25-35cm,PRI85848,NA,UAL21058,LP,R_F14C,likelihood
LSG_R1H1S2_65,Little St. George Island,8900,IEPRI009P,25-35cm,PRI85846,NA,UAL21164,LP,R_F14C,likelihood
LSG_R1H1S2_71,Little St. George Island,8900,IEPRI009P,25-35cm,PRI85847,NA,UAL21165,LP,R_F14C,likelihood
LSG_R1H2S1_149,Little St. George Island,8901,IEPRI009Q,15-25cm,PRI103826,NA,UAL20556,LP,R_F14C,likelihood
LSG_R1H2S1_151,Little St. George Island,8901,IEPRI009Q,15-25cm,PRI103827,NA,UAL20559,LP,R_F14C,likelihood
LSG_R1H2S1_180,Little St. George Island,8901,IEPRI009Q,15-25cm,PRI103828,NA,UAL20558,LP,R_F14C,likelihood
LSG_R1H2S1_91,Little St. George Island,8901,IEPRI009Q,15-25cm,PRI103829,NA,UAL20557,LP,R_F14C,likelihood
LSG_R1H2S2_110,Little St. George Island,8901,IEPRI009R,25-35cm,PRI103830,NA,UAL20560,LP,R_F14C,likelihood
LSG_R1H2S2_128,Little St. George Island,8901,IEPRI009R,25-35cm,PRI103831,NA,UAL20564,LP,R_F14C,likelihood
LSG_R1H2S2_165,Little St. George Island,8901,IEPRI009R,25-35cm,PRI103832,NA,UAL20562,LP,R_F14C,likelihood
LSG_R1H2S2_173,Little St. George Island,8901,IEPRI009R,25-35cm,PRI103833,NA,UAL20563,LP,R_F14C,likelihood
LSG_R1H2S2_92,Little St. George Island,8901,IEPRI009R,25-35cm,PRI103834,NA,UAL20561,LP,R_F14C,likelihood
LSG_R2H2S1_138,Little St. George Island,8904,IEPRI009W,15-25cm,PRI103835,NA,UAL20168,LP,R_F14C,likelihood
LSG_R2H2S1_139,Little St. George Island,8904,IEPRI009W,15-25cm,PRI103836,NA,UAL20166,LP,R_F14C,likelihood
LSG_R2H2S1_153,Little St. George Island,8904,IEPRI009W,15-25cm,PRI103837,NA,UAL20165,LP,R_F14C,likelihood
LSG_R2H2S1_243,Little St. George Island,8904,IEPRI009W,15-25cm,PRI103838,NA,UAL20167,LP,R_F14C,likelihood
LSG_R2H2S2_137,Little St. George Island,8904,IEPRI009X,25-35cm,PRI103839,NA,UAL20171,LP,R_F14C,likelihood
LSG_R2H2S2_140,Little St. George Island,8904,IEPRI009X,25-35cm,PRI103840,NA,UAL20280,LP,R_F14C,likelihood
LSG_R2H2S2_170,Little St. George Island,8904,IEPRI009X,25-35cm,PRI103841,NA,UAL20279,LP,R_F14C,likelihood
LSG_R2H2S2_203,Little St. George Island,8904,IEPRI009X,25-35cm,PRI103842,NA,UAL20169,LP,R_F14C,likelihood
LSG_R2H2S2_211,Little St. George Island,8904,IEPRI009X,25-35cm,PRI103843,NA,UAL20170,LP,R_F14C,likelihood
LSG_R2H3S1_124,Little St. George Island,8905,IEPRI009Y,15-25cm,PRI103844,NA,UAL20277,LP,R_F14C,likelihood
LSG_R2H3S1_265,Little St. George Island,8905,IEPRI009Y,15-25cm,PRI103845,NA,UAL20278,LP,R_F14C,likelihood
LSG_R2H3S1_38,Little St. George Island,8905,IEPRI009Y,15-25cm,PRI103846,NA,UAL20276,LP,R_F14C,likelihood
LSG_R2H3S1_7,Little St. George Island,8905,IEPRI009Y,15-25cm,PRI103847,NA,UAL20275,LP,R_F14C,likelihood
LSG_R2H3S2_106,Little St. George Island,8905,IEPRI009Z,25-35cm,PRI85700,NA,UAL21060,LP,R_F14C,likelihood
LSG_R2H3S2_113,Little St. George Island,8905,IEPRI009Z,25-35cm,PRI85701,NA,UAL21061,LP,R_F14C,likelihood
LSG_R2H3S2_151,Little St. George Island,8905,IEPRI009Z,25-35cm,PRI85702,NA,UAL21062,LP,R_F14C,likelihood
LSG_R2H3S2_169,Little St. George Island,8905,IEPRI009Z,25-35cm,PRI85703,NA,UAL21167,LP,R_F14C,likelihood
LSG_R2H3S2_192,Little St. George Island,8905,IEPRI009Z,25-35cm,PRI85704,NA,UAL21168,LP,R_F14C,likelihood
LSG_R2H3S2_193,Little St. George Island,8905,IEPRI009Z,25-35cm,PRI85705,NA,UAL21169,LP,R_F14C,likelihood
LSG_R2H3S2_97,Little St. George Island,8905,IEPRI009Z,25-35cm,PRI85699,NA,UAL21059,LP,R_F14C,likelihood
LSG_R3H2S1_113,Little St. George Island,8907,IEPRI00A2,15-25cm,PRI103848,NA,UAL20372,LP,R_F14C,likelihood
LSG_R3H2S1_17,Little St. George Island,8907,IEPRI00A2,15-25cm,PRI103849,NA,UAL20370,LP,R_F14C,likelihood
LSG_R3H2S1_19,Little St. George Island,8907,IEPRI00A2,15-25cm,PRI103850,NA,UAL20371,LP,R_F14C,likelihood
LSG_R3H2S1_22,Little St. George Island,8907,IEPRI00A2,15-25cm,PRI103851,NA,UAL20373,LP,R_F14C,likelihood
