study,loc,sta,date,source,species,sampType,lat,lon,coords_origOrEst,depth_m,year,samp,delta14C,delta14C_sd,delta14C_se,F14C,F14C_sd,14Cage,14Cage_sd,pMC,pMC_sd,dataSource,Comments,ind,F14C_calc,F14C_calc_sd,C14age_calc,C14age_sd_calc,year_bp,delta14C_calc,decade,w_i,w_i_calc
Druffel 1982,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1908,TRII-4930,-48,4,,,,,,,,"","",60,0.938848669975778,,,,115,,1900s,,
Druffel 1982,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1921,TRII-4925,-50,4,,,,,,,,"","",61,0.938350711915568,,,,102,,1920s,,
Druffel 1982,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1924,TRII-4927,-53,5,,,,,,,,"","",62,0.935727002191927,,,,99,,1920s,,
Druffel 1982,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1931,TRII-4924,-49,3,,,,,,,,"","",63,0.94047538769987,,,,92,,1930s,,
Druffel 1982,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1934,TRII-4926,-54,3,,,,,,,,"","",64,0.935870277183654,,,,89,,1930s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1951,TR1_2,-65,,,,,,,,,"Druffel 1989, Table 3","",65,0.926892138225165,,,,72,,1950s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1952,TR1_2,-66,,,,,,,,,"Druffel 1989, Table 3","",66,0.926012816123351,,,,71,,1950s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1953,TR1_2,-58,,,,,,,,,"Druffel 1989, Table 3","",67,0.934057382836734,,,,70,,1950s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1954,TR1_2,-55,,,,,,,,,"Druffel 1989, Table 3","",68,0.937145440818611,,,,69,,1950s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1955,TR1_2,-60,,,,,,,,,"Druffel 1989, Table 3","",69,0.932299766162556,,,,68,,1950s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1956,TR3,-54.4,,,,,,,,,"Druffel 1989, Table 3","",70,0.937967344783896,,,,67,,1950s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1957,TR1_2,-54,,,,,,,,,"Druffel 1989, Table 3","",71,0.938477630157024,,,,66,,1950s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1958,TR1_2,-54,,,,,,,,,"Druffel 1989, Table 3","",72,0.938591157965529,,,,65,,1950s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1958.5,TR1_2,-28,,,,,,,,,"Druffel 1989, Table 3","",73,0.964445861588986,,,,64.5,,1950s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1960,TR1_2,-11,,,,,,,,,"Druffel 1989, Table 3","",74,0.981491811820306,,,,63,,1960s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1961,TR1_2,-12,,,,,,,,,"Druffel 1989, Table 3","",75,0.980618014707174,,,,62,,1960s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1962,TR1_2,14,,,,,,,,,"Druffel 1989, Table 3","",76,1.00654549919945,,,,61,,1960s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1963,TR1_2,45,,,,,,,,,"Druffel 1989, Table 3","",77,1.03744308475733,,,,60,,1960s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1964,TR1_2,73,,,,,,,,,"Druffel 1989, Table 3","",78,1.06536946516603,,,,59,,1960s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1965,TR1_2,108,,,,,,,,,"Druffel 1989, Table 3","",79,1.10025364786379,,,,58,,1960s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1966,TR1_2,134,,,,,,,,,"Druffel 1989, Table 3","",80,1.12620809537582,,,,57,,1960s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1967,TR1_2,140,,,,,,,,,"Druffel 1989, Table 3","",81,1.13230382679788,,,,56,,1960s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1968,TR1_2,143,,,,,,,,,"Druffel 1989, Table 3","",82,1.13542090916956,,,,55,,1960s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1969,TR1_2,146,,,,,,,,,"Druffel 1989, Table 3","",83,1.1385387291194,,,,54,,1960s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1970,TR1_2,156,,,,,,,,,"Druffel 1989, Table 3","",84,1.14861255310524,,,,53,,1970s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1971,TR1_2,152,,,,,,,,,"Druffel 1989, Table 3","",85,1.14477658228486,,,,52,,1970s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1972,TR1_2,155,,,,,,,,,"Druffel 1989, Table 3","",86,1.14789661576622,,,,51,,1970s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1972.65,TR3,136.8,,,,,,,,,"Druffel 1989, Table 3","",87,1.12989738354458,,,,50.3499999999999,,1970s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1972.9,TR3,157.1,,,,,,,,,"Druffel 1989, Table 3","",88,1.15010890212736,,,,50.0999999999999,,1970s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1973,TR1_2,144,,,,,,,,,"Druffel 1989, Table 3","",89,1.13710180581748,,,,50,,1970s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1973.15,TR3,141.8,,,,,,,,,"Druffel 1989, Table 3","",90,1.13493566414902,,,,49.8499999999999,,1970s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1973.4,TR3,171.5,,,,,,,,,"Druffel 1989, Table 3","",91,1.16449232660981,,,,49.5999999999999,,1970s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1973.65,TR3,145.7,,,,,,,,,"Druffel 1989, Table 3","",92,1.13888109699205,,,,49.3499999999999,,1970s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1973.9,TR3,146.6,,,,,,,,,"Druffel 1989, Table 3","",93,1.13981020858613,,,,49.0999999999999,,1970s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1974,TR1_2,155,,,,,,,,,"Druffel 1989, Table 3","",94,1.14817435508637,,,,49,,1970s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1974.15,TR3,147.4,,,,,,,,,"Druffel 1989, Table 3","",95,1.14063996449471,,,,48.8499999999999,,1970s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1974.4,TR3,154.4,,,,,,,,,"Druffel 1989, Table 3","",96,1.14763342794327,,,,48.5999999999999,,1970s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1975,TR1_2,154,,,,,,,,,"Druffel 1989, Table 3","",97,1.14731903933957,,,,48,,1970s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1976,TR1_2,135,,,,,,,,,"Druffel 1989, Table 3","",98,1.12856554408993,,,,47,,1970s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1977,TR1_2,134,,,,,,,,,"Druffel 1989, Table 3","",99,1.1277076157075,,,,46,,1970s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1978,TR1_2,132,,,,,,,,,"Druffel 1989, Table 3","",100,1.1258548917832,,,,45,,1970s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1979,TR1_2,135,,,,,,,,,"Druffel 1989, Table 3","",101,1.12897516197089,,,,44,,1970s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1980,TR1_2,128,,,,,,,,,"Druffel 1989, Table 3","",102,1.12214804959531,,,,43,,1980s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1981,TR1_2,127,,,,,,,,,"Druffel 1989, Table 3","",103,1.12128886360434,,,,42,,1980s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1982,TR1_2,128,,,,,,,,,"Druffel 1989, Table 3","",104,1.12241955892125,,,,41,,1980s,,
Druffel & Linick 1978,Florida,The Rocks,"",coral,Montastrea annularis,core,24.95,-80.55,orig,4,1983,TR1_2,115,,,,,,,,,"Druffel 1989, Table 3","",105,1.10961808697979,,,,40,,1980s,,
Druffel & Linick 1978,Florida,The Rocks,"",surface water,"","",24.95,-80.55,orig,,1983.2,"",117,,,,,,,,,"Druffel 1989, Table 3","",106,1.11163532631749,,,,39.8,,1980s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1958,TR3,-47.2,,,,,,,,,"Druffel 1989, Table 3","",107,0.945337902018559,,,,65,,1950s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1960,TR3,-19.7,,,,,,,,,"Druffel 1989, Table 3","",108,0.972857859582858,,,,63,,1960s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1962,TR3,0.7,,,,,,,,,"Druffel 1989, Table 3","",109,0.993343275196139,,,,61,,1960s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1964,TR3,71.5,,,,,,,,,"Druffel 1989, Table 3","",110,1.06388013226971,,,,59,,1960s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1966,TR3,117,,,,,,,,,"Druffel 1989, Table 3","",111,1.1093249052335,,,,57,,1960s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1973,TR3,149.6,,,,,,,,,"Druffel 1989, Table 3","",112,1.14266803843336,,,,50,,1970s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1974,TR3,148.6,,,,,,,,,"Druffel 1989, Table 3","",113,1.14181217684173,,,,49,,1970s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1978,TR3,132.6,,,,,,,,,"Druffel 1989, Table 3","",114,1.12645163465871,,,,45,,1970s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1979,TR3,135.4,,,,,,,,,"Druffel 1989, Table 3","",115,1.12937303867996,,,,44,,1970s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1980,TR3,128.3,,,,,,,,,"Druffel 1989, Table 3","",116,1.12244649322552,,,,43,,1980s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1981,TR3,127.3,,,,,,,,,"Druffel 1989, Table 3","",117,1.12158734333733,,,,42,,1980s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1982,TR3,128.4,,,,,,,,,"Druffel 1989, Table 3","",118,1.12281758004144,,,,41,,1980s,,
Druffel 1989,Florida,The Rocks,"",coral,"",core,24.95,-80.55,orig,4,1983,TR3,115.4,,,,,,,,,"Druffel 1989, Table 3","",119,1.11001615624866,,,,40,,1980s,,
Shervette et al. 2021,Caribbean,PR,1988,otolith,Epinephelus guttatus,edge,18.22,-66.52,est,,1986.8,RH-PR-01,105.7,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",120,1.1008688843607,,,,36.2,,1980s,,
Shervette et al. 2021,Caribbean,PR,1989,otolith,Epinephelus guttatus,edge,18.22,-66.52,est,,1988.6,RH-PR-02,94.7,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",121,1.09015428336156,,,,34.4000000000001,,1980s,,
Shervette et al. 2021,Caribbean,PR,1990,otolith,Epinephelus guttatus,edge,18.22,-66.52,est,,1988.3,RH-PR-03,95.4,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",122,1.09081179159372,,,,34.7,,1980s,,
Shervette et al. 2021,Caribbean,PR,1992,otolith,Epinephelus guttatus,edge,18.22,-66.52,est,,1991.2,RH-PR-04,89.3,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",123,1.08511792640623,,,,31.8,,1990s,,
Shervette et al. 2021,Caribbean,PR,2013,otolith,Epinephelus guttatus,edge,18.22,-66.52,est,,2012.8,RH-PR-05,38.5,,2,,,,,,,"Shervette et. al. 2021, Table S1","",124,1.03721946680322,,,,10.2,,2010s,,
Shervette et al. 2021,Caribbean,PR,2016,otolith,Epinephelus guttatus,edge,18.22,-66.52,est,,2016.2,RH-PR-06,31.1,,2,,,,,,,"Shervette et. al. 2021, Table S1","",125,1.03025222001296,,,,6.79999999999996,,2010s,,
Shervette et al. 2021,Caribbean,PR,2016,otolith,Epinephelus guttatus,edge,18.22,-66.52,est,,2015.3,RH-PR-07,35.7,,2,,,,,,,"Shervette et. al. 2021, Table S1","",126,1.03473578357439,,,,7.70000000000005,,2010s,,
Shervette et al. 2021,Caribbean,PR,2017,otolith,Epinephelus guttatus,edge,18.22,-66.52,est,,2016.8,RH-PR-08,35.6,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",127,1.03482362248351,,,,6.20000000000005,,2010s,,
Shervette et al. 2021,Caribbean,PR,2018,otolith,Epinephelus guttatus,edge,18.22,-66.52,est,,2017.5,RH-PR-09,29.9,,2.4,,,,,,,"Shervette et. al. 2021, Table S1","",128,1.02921503977857,,,,5.5,,2010s,,
Shervette et al. 2021,Caribbean,PR,2019,otolith,Epinephelus guttatus,edge,18.22,-66.52,est,,2018.5,RH-PR-10,27.3,,2,,,,,,,"Shervette et. al. 2021, Table S1","",129,1.02674095898831,,,,4.5,,2010s,,
Shervette et al. 2021,Caribbean,STT,1999,otolith,Epinephelus guttatus,edge,18.34,-64.9,est,,1998.8,RH-STT-01,76.9,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",130,1.07375219873932,,,,24.2000000000001,,1990s,,
Shervette et al. 2021,Caribbean,STT,2000,otolith,Epinephelus guttatus,edge,18.34,-64.9,est,,1998.8,RH-STT-02,76.2,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",131,1.07305424485398,,,,24.2000000000001,,1990s,,
Shervette et al. 2021,Caribbean,STT,2003,otolith,Epinephelus guttatus,edge,18.34,-64.9,est,,2002.3,RH-STT-03,62.4,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",132,1.05974315106594,,,,20.7,,2000s,,
Shervette et al. 2021,Caribbean,STT,2004,otolith,Epinephelus guttatus,edge,18.34,-64.9,est,,2003.2,RH-STT-04,67.7,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",133,1.06514584930271,,,,19.8,,2000s,,
Shervette et al. 2021,Caribbean,STT,2015,otolith,Epinephelus guttatus,edge,18.34,-64.9,est,,2015.3,RH-STT-05,41.2,,2,,,,,,,"Shervette et. al. 2021, Table S1","",134,1.04023066318206,,,,7.70000000000005,,2010s,,
Shervette et al. 2021,Caribbean,STT,2016,otolith,Epinephelus guttatus,edge,18.34,-64.9,est,,2016,RH-STT-06,33.9,,2.5,,,,,,,"Shervette et. al. 2021, Table S1","",135,1.03302492599386,,,,7,,2010s,,
Shervette et al. 2021,Caribbean,STT,2017,otolith,Epinephelus guttatus,edge,18.34,-64.9,est,,2016.8,RH-STT-07,33.3,,1.9,,,,,,,"Shervette et. al. 2021, Table S1","",136,1.03252534676729,,,,6.20000000000005,,2010s,,
Shervette et al. 2021,Caribbean,STT,2018,otolith,Epinephelus guttatus,edge,18.34,-64.9,est,,2017.4,RH-STT-08,37.1,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",137,1.03639771460277,,,,5.59999999999991,,2010s,,
Shervette et al. 2021,Caribbean,STT,2018,otolith,Epinephelus guttatus,edge,18.34,-64.9,est,,2018.6,RH-STT-09,30.1,,2,,,,,,,"Shervette et. al. 2021, Table S1","",138,1.0295518889502,,,,4.40000000000009,,2010s,,
Shervette et al. 2021,Caribbean,STX,1988,otolith,Epinephelus guttatus,edge,17.74,-64.8,est,,1987.3,RH-STX-01,102,,2.3,,,,,,,"Shervette et. al. 2021, Table S1","",139,1.09725141203593,,,,35.7,,1980s,,
Shervette et al. 2021,Caribbean,STX,2004,otolith,Epinephelus guttatus,edge,17.74,-64.8,est,,2003.3,RH-STX-02,64.6,,2.5,,,,,,,"Shervette et. al. 2021, Table S1","",140,1.06206611209732,,,,19.7,,2000s,,
Shervette et al. 2021,Caribbean,STX,2005,otolith,Epinephelus guttatus,edge,17.74,-64.8,est,,2004.3,RH-STX-03,59.1,,3.1,,,,,,,"Shervette et. al. 2021, Table S1","",141,1.05670701739718,,,,18.7,,2000s,,
Shervette et al. 2021,Caribbean,STX,2016,otolith,Epinephelus guttatus,edge,17.74,-64.8,est,,2015.8,RH-STX-04,31.1,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",142,1.03020237231508,,,,7.20000000000005,,2010s,,
Shervette et al. 2021,Caribbean,STX,2017,otolith,Epinephelus guttatus,edge,17.74,-64.8,est,,2016.8,RH-STX-05,32,,3.1,,,,,,,"Shervette et. al. 2021, Table S1","",143,1.03122632136247,,,,6.20000000000005,,2010s,,
Shervette et al. 2021,Caribbean,STX,2018,otolith,Epinephelus guttatus,edge,17.74,-64.8,est,,2017.8,RH-STX-06,29.2,,2,,,,,,,"Shervette et. al. 2021, Table S1","",144,1.02855282966243,,,,5.20000000000005,,2010s,,
Shervette et al. 2021,Caribbean,STX,2019,otolith,Epinephelus guttatus,edge,17.74,-64.8,est,,2018.6,RH-STX-07,31.5,,7.5,,,,,,,"Shervette et. al. 2021, Table S1","",145,1.03095114401721,,,,4.40000000000009,,2010s,,
Shervette et al. 2021,Caribbean,FL,2006,otolith,Epinephelus guttatus,edge,25.36,-80.65,est,,2005.3,RH-FL-01,63.7,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",146,1.06142500917543,,,,17.7,,2000s,,
Shervette et al. 2021,Caribbean,FL,2008,otolith,Epinephelus guttatus,edge,25.36,-80.65,est,,2008.1,RH-FL-02,50.5,,2,,,,,,,"Shervette et. al. 2021, Table S1","",147,1.04860834003872,,,,14.9000000000001,,2000s,,
Shervette et al. 2021,Caribbean,FL,2010,otolith,Epinephelus guttatus,edge,25.36,-80.65,est,,2009.7,RH-FL-03,54.5,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",148,1.05280487789821,,,,13.3,,2000s,,
Shervette et al. 2021,Caribbean,FL,2014,otolith,Epinephelus guttatus,edge,25.36,-80.65,est,,2013.8,RH-FL-04,46.3,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",149,1.04513626396258,,,,9.20000000000005,,2010s,,
Shervette et al. 2021,Caribbean,PR,1988,otolith,Epinephelus guttatus,whole,18.22,-66.52,est,,1988.5,RH-PR-11,101.3,,3.3,,,,,,,"Shervette et. al. 2021, Table S1","",150,1.09671361077074,,,,34.5,,1980s,,
Shervette et al. 2021,Caribbean,PR,1988,otolith,Epinephelus guttatus,core,18.22,-66.52,est,,1979.8,RH-PR-12,119.3,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",151,1.11346624638001,,,,43.2,,1970s,,
Shervette et al. 2021,Caribbean,PR,1988,otolith,Epinephelus guttatus,core,18.22,-66.52,est,,1980.8,RH-PR-13,115.7,,2.4,,,,,,,"Shervette et. al. 2021, Table S1","",152,1.11001927244801,,,,42.2000000000001,,1980s,,
Shervette et al. 2021,Caribbean,PR,1988,otolith,Epinephelus guttatus,core,18.22,-66.52,est,,1980.8,RH-PR-14,109.3,,2.3,,,,,,,"Shervette et. al. 2021, Table S1","",153,1.10365185885684,,,,42.2000000000001,,1980s,,
Shervette et al. 2021,Caribbean,PR,1988,otolith,Epinephelus guttatus,core,18.22,-66.52,est,,1985.8,RH-PR-15,99.1,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",154,1.09416536024373,,,,37.2,,1980s,,
Shervette et al. 2021,Caribbean,PR,1989,otolith,Epinephelus guttatus,core,18.22,-66.52,est,,1983.8,RH-PR-16,106.6,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",155,1.1013652066089,,,,39.2000000000001,,1980s,,
Shervette et al. 2021,Caribbean,PR,2016,otolith,Epinephelus guttatus,core,18.22,-66.52,est,,2002.8,RH-PR-17,63.4,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",156,1.06080480732073,,,,20.2,,2000s,,
Shervette et al. 2021,Caribbean,PR,2016,otolith,Epinephelus guttatus,core,18.22,-66.52,est,,2008.8,RH-PR-18,47.4,,2,,,,,,,"Shervette et. al. 2021, Table S1","",157,1.04560245388062,,,,14.2,,2000s,,
Shervette et al. 2021,Caribbean,PR,2016,otolith,Epinephelus guttatus,core,18.22,-66.52,est,,2013.8,RH-PR-19,45.1,,3.1,,,,,,,"Shervette et. al. 2021, Table S1","",158,1.04393759864981,,,,9.20000000000005,,2010s,,
Shervette et al. 2021,Caribbean,PR,2019,otolith,Epinephelus guttatus,core,18.22,-66.52,est,,2018.8,RH-PR-20,34.3,,5.4,,,,,,,"Shervette et. al. 2021, Table S1","",159,1.0337746635176,,,,4.20000000000005,,2010s,,
Shervette et al. 2021,Caribbean,PR,2019,otolith,Epinephelus guttatus,core,18.22,-66.52,est,,2013.8,RH-PR-21,42.6,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",160,1.0414403792482,,,,9.20000000000005,,2010s,,
Shervette et al. 2021,Caribbean,STT,1999,otolith,Epinephelus guttatus,core,18.34,-64.9,est,,1984.8,RH-STT-10,107.5,,2.3,,,,,,,"Shervette et. al. 2021, Table S1","",161,1.10239428984714,,,,38.2,,1980s,,
Shervette et al. 2021,Caribbean,STT,2000,otolith,Epinephelus guttatus,core,18.34,-64.9,est,,1993.8,RH-STT-11,79.7,,2.4,,,,,,,"Shervette et. al. 2021, Table S1","",162,1.07589310190296,,,,29.2000000000001,,1990s,,
Shervette et al. 2021,Caribbean,STT,2003,otolith,Epinephelus guttatus,core,18.34,-64.9,est,,1987.8,RH-STT-12,100.8,,2.4,,,,,,,"Shervette et. al. 2021, Table S1","",163,1.09612287598875,,,,35.2000000000001,,1980s,,
Shervette et al. 2021,Caribbean,STT,2003,otolith,Epinephelus guttatus,core,18.34,-64.9,est,,1990.8,RH-STT-13,89.5,,2.8,,,,,,,"Shervette et. al. 2021, Table S1","",164,1.08526464660166,,,,32.2,,1990s,,
Shervette et al. 2021,Caribbean,STT,2003,otolith,Epinephelus guttatus,core,18.34,-64.9,est,,1996.8,RH-STT-14,80.8,,3.4,,,,,,,"Shervette et. al. 2021, Table S1","",165,1.07738012145551,,,,26.2,,1990s,,
Shervette et al. 2021,Caribbean,STT,2004,otolith,Epinephelus guttatus,core,18.34,-64.9,est,,1989.8,RH-STT-15,93.3,,2.6,,,,,,,"Shervette et. al. 2021, Table S1","",166,1.08891814774809,,,,33.2,,1980s,,
Shervette et al. 2021,Caribbean,STT,2004,otolith,Epinephelus guttatus,core,18.34,-64.9,est,,1997.8,RH-STT-16,73.8,,3,,,,,,,"Shervette et. al. 2021, Table S1","",167,1.07053175768409,,,,25.2000000000001,,1990s,,
Shervette et al. 2021,Caribbean,STT,2015,otolith,Epinephelus guttatus,core,18.34,-64.9,est,,2002.8,RH-STT-17,63.8,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",168,1.0612038311339,,,,20.2,,2000s,,
Shervette et al. 2021,Caribbean,STT,2016,otolith,Epinephelus guttatus,core,18.34,-64.9,est,,1999.8,RH-STT-18,75.3,,2.9,,,,,,,"Shervette et. al. 2021, Table S1","",169,1.07228657458382,,,,23.2,,1990s,,
Shervette et al. 2021,Caribbean,STX,2016,otolith,Epinephelus guttatus,core,17.74,-64.8,est,,2006.8,RH-STX-08,53.1,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",170,1.05103836756703,,,,16.2,,2000s,,
Shervette et al. 2021,Caribbean,STX,2016,otolith,Epinephelus guttatus,core,17.74,-64.8,est,,2006.8,RH-STX-09,59.6,,3.4,,,,,,,"Shervette et. al. 2021, Table S1","",171,1.05752564264935,,,,16.2,,2000s,,
Shervette et al. 2021,Caribbean,PR,1988,otolith,Ocyurus chrysurus,whole,18.22,-66.52,est,,1988,YS-PR,105.2,,3.4,,,,,,,"Shervette et. al. 2021, Table S1","",172,1.10053080543866,,,,35,,1980s,,
Shervette et al. 2021,Caribbean,PR,1989,otolith,Haemulon plumierii,whole,18.22,-66.52,est,,1989.8,WG-PR-01,95.5,,2.5,,,,,,,"Shervette et. al. 2021, Table S1","",173,1.09110933033754,,,,33.2,,1980s,,
Shervette et al. 2021,Caribbean,STX,1988,otolith,Haemulon plumierii,core,17.74,-64.8,est,,1987,WG-STX-01,98,,2.4,,,,,,,"Shervette et. al. 2021, Table S1","",174,1.09322897553755,,,,36,,1980s,,
Shervette et al. 2021,Caribbean,STX,1988,otolith,Haemulon plumierii,core,17.74,-64.8,est,,1979,WG-STX-02,122.5,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",175,1.11654151481262,,,,44,,1970s,,
Shervette et al. 2021,Caribbean,STX,2018,otolith,Haemulon plumierii,core,17.74,-64.8,est,,2009,WG-STX-03,50.2,,2.3,,,,,,,"Shervette et. al. 2021, Table S1","",176,1.04842301226865,,,,14,,2000s,,
Shervette et al. 2021,Caribbean,STX,2019,otolith,Haemulon plumierii,core,17.74,-64.8,est,,2014,WG-STX-04,36.1,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",177,1.03497264715233,,,,9,,2010s,,
Shervette et al. 2021,Caribbean,STT,2019,otolith,Haemulon plumierii,core,18.34,-64.9,est,,2017,WG-STT-01,31.9,,2.9,,,,,,,"Shervette et. al. 2021, Table S1","",178,1.03115134223358,,,,6,,2010s,,
Shervette et al. 2021,Caribbean,STT,2019,otolith,Haemulon plumierii,core,18.34,-64.9,est,,2017,WG-STT-02,31.8,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",179,1.03105141478496,,,,6,,2010s,,
Shervette et al. 2021,Caribbean,STT,2019,otolith,Haemulon plumierii,core,18.34,-64.9,est,,2007,WG-STT-03,57.4,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",180,1.05535548100012,,,,16,,2000s,,
