year,estimate,esterror,q2_5,q97_5
1925,0.94031507258651,0.0234330240763277,0.895202766738183,0.986997768135278
1925.5,0.939209150430415,0.0229848886997533,0.893699090701618,0.983528194373096
1926,0.938862489598699,0.0230495538822962,0.892628348792278,0.984274960515816
1926.5,0.939524685068522,0.023049847284503,0.894322692246282,0.983353870351306
1927,0.938286253404906,0.0231644297209841,0.893243220543883,0.984500260226434
1927.5,0.938207684103553,0.0232865684329045,0.892145595898742,0.983773471809042
1928,0.938423206545883,0.0232413754043978,0.892754448809489,0.983741141733418
1928.5,0.938764179210785,0.0232191975957767,0.893813017115011,0.984719514063579
1929,0.938822489069104,0.0235016196647062,0.891562498439891,0.985010883807444
1929.5,0.939074094221767,0.0232353727642363,0.894978755228947,0.984327727607892
1930,0.939971268367542,0.0230118912044695,0.895407481944168,0.984862991851127
1930.5,0.940452124657839,0.0231442022883309,0.895070045355895,0.986366228600477
1931,0.940861716293669,0.023164960224169,0.894831923449389,0.985515572378758
1931.5,0.941902490212933,0.0229208465132572,0.897453040961499,0.986885087540303
1932,0.943207616100028,0.0230160054646449,0.898180238312119,0.98911058568461
1932.5,0.943659726383788,0.023290569498645,0.898543274808082,0.990322835170263
1933,0.944598957758849,0.0233369954743424,0.899092006668811,0.989604012557887
1933.5,0.94556240761712,0.0229937132431306,0.900978616053389,0.991374272424924
1934,0.946690182207705,0.0231636291750734,0.901952507217152,0.992018283934626
1934.5,0.947457694519153,0.0234538425220445,0.900635185866084,0.993252083500573
1935,0.948400870249017,0.0233501755529277,0.903438995050479,0.994255916273174
1935.5,0.949149535319644,0.0231014646038221,0.90309042906847,0.994838005151722
1936,0.95018292164956,0.0230753982186001,0.903847743474948,0.995421260432487
1936.5,0.950425135064315,0.0231069106598326,0.905026664242633,0.995939683255455
1937,0.951921413325441,0.0230080616814472,0.905104756825143,0.99608756063954
1937.5,0.951253997185776,0.0230690112654257,0.906126025323965,0.997239586620749
1938,0.95262970736504,0.0230964144745712,0.907890882348797,0.998666269470991
1938.5,0.952864094211017,0.0225671934987716,0.909175929419614,0.997106797577558
1939,0.952601596641754,0.0229856499162453,0.908015097651445,0.996380014406467
1939.5,0.95341593088366,0.0229161281194128,0.909424899620245,0.998426724161336
1940,0.952494424429226,0.0227587422281955,0.906781149675536,0.996084433158587
1940.5,0.951908665140813,0.0230204122367457,0.906393724023873,0.996217935519804
1941,0.951623206624045,0.022763907677698,0.906689146346086,0.995898228848524
1941.5,0.95038833502017,0.0231017293550023,0.906919433730545,0.994975193847146
1942,0.949070420266671,0.0232097377157707,0.905540704540839,0.994403910450226
1942.5,0.948199212501632,0.0228264364656351,0.904012686207087,0.993610916138413
1943,0.946492405462269,0.0233952817720454,0.902068347453192,0.991374315639889
1943.5,0.945919509848571,0.02304658115078,0.90077070649818,0.991779228091471
1944,0.944278305520933,0.0230725002481832,0.89975177491432,0.990103234733182
1944.5,0.942556342872853,0.0228364128059348,0.896836947067214,0.988126232758408
